ORIGINAL_CODE,PLAIN_CODE,NUM_DIGITS,REAL_CODE,NAME
15331130-7,15331130,7,1533113,"Beans, peas, peppers, tomatoes and other vegetables"
15331131-4,15331131,8,15331131,Processed beans
15331132-1,15331132,8,15331132,Processed peas
15331133-8,15331133,8,15331133,Split peas
15331134-5,15331134,8,15331134,Processed tomatoes
15331135-2,15331135,8,15331135,Processed mushrooms
15331136-9,15331136,8,15331136,Processed peppers
15331137-6,15331137,8,15331137,Soybean sprouts
15331138-3,15331138,8,15331138,Truffles
15331140-0,15331140,7,1533114,Leaf and cabbage vegetables
15331142-4,15331142,8,15331142,Processed cabbage
15331150-3,15331150,7,1533115,Processed pulses
15331170-9,15331170,7,1533117,Frozen vegetables
15331400-1,15331400,6,153314,Preserved and/or canned vegetables
15331410-4,15331410,7,1533141,Beans in tomato sauce
15331411-1,15331411,8,15331411,Baked beans
15331420-7,15331420,7,1533142,Preserved tomatoes
15331423-8,15331423,8,15331423,Canned tomatoes
15331425-2,15331425,8,15331425,Tomato pur�e
15331427-6,15331427,8,15331427,Concentrated tomato pur�e
15331428-3,15331428,8,15331428,Tomato sauce
15331430-0,15331430,7,1533143,Canned mushrooms
15331450-6,15331450,7,1533145,Processed olives
15331460-9,15331460,7,1533146,Canned vegetables
15331461-6,15331461,8,15331461,Canned sauerkraut
15331462-3,15331462,8,15331462,Canned peas
15331463-0,15331463,8,15331463,Canned shelled beans
15331464-7,15331464,8,15331464,Canned whole beans
15331465-4,15331465,8,15331465,Canned asparagus
15331466-1,15331466,8,15331466,Canned olives
15331470-2,15331470,7,1533147,Sweet corn
15331480-5,15331480,7,1533148,Provisionally preserved vegetables
15331500-2,15331500,6,153315,Vegetables preserved in vinegar
15332000-4,15332000,5,15332,Processed fruit and nuts
15332100-5,15332100,6,153321,Processed fruit
15332140-7,15332140,7,1533214,Processed apples
15332150-0,15332150,7,1533215,Processed pears
15332160-3,15332160,7,1533216,Processed bananas
15332170-6,15332170,7,1533217,Rhubarb
15332180-9,15332180,7,1533218,Melons
15332200-6,15332200,6,153322,Jams and marmalades; fruit jellies; fruit or nut pur�e and pastes
15332230-5,15332230,7,1533223,Marmalades
15332231-2,15332231,8,15332231,Orange marmalade
15332232-9,15332232,8,15332232,Lemon marmalade
15332240-8,15332240,7,1533224,Fruit jellies
15332250-1,15332250,7,1533225,Fruit pastes
15332260-4,15332260,7,1533226,Nut pastes
15332261-1,15332261,8,15332261,Peanut butter
15332270-7,15332270,7,1533227,Fruit pur�es
15332290-3,15332290,7,1533229,Jams
15332291-0,15332291,8,15332291,Apricot jam
15332292-7,15332292,8,15332292,Blackberry jam
15332293-4,15332293,8,15332293,Blackcurrant jam
15332294-1,15332294,8,15332294,Cherry jam
15332295-8,15332295,8,15332295,Raspberry jam
15332296-5,15332296,8,15332296,Strawberry jam
15332300-7,15332300,6,153323,Processed nuts
15332310-0,15332310,7,1533231,Roasted or salted nuts
15332400-8,15332400,6,153324,Preserved fruits
15332410-1,15332410,7,1533241,Dried fruit
15332411-8,15332411,8,15332411,Processed currants
15332412-5,15332412,8,15332412,Processed raisins
15332419-4,15332419,8,15332419,Sultanas
15333000-1,15333000,5,15333,Vegetable by-products
15400000-2,15400000,3,154,Animal or vegetable oils and fats
15410000-5,15410000,4,1541,Crude animal or vegetable oils and fats
15411000-2,15411000,5,15411,Animal or vegetable oils
15411100-3,15411100,6,154111,Vegetable oils
15411110-6,15411110,7,1541111,Olive oil
15411120-9,15411120,7,1541112,Sesame oil
15411130-2,15411130,7,1541113,Groundnut oil
15411140-5,15411140,7,1541114,Coconut oil
15411200-4,15411200,6,154112,Cooking oil
15411210-7,15411210,7,1541121,Frying oil
15412000-9,15412000,5,15412,Fats
15412100-0,15412100,6,154121,Animal fats
15412200-1,15412200,6,154122,Vegetable fats
15413000-6,15413000,5,15413,Solid residues of vegetable fats or oils
15413100-7,15413100,6,154131,Oilcake
15420000-8,15420000,4,1542,Refined oils and fats
15421000-5,15421000,5,15421,Refined oils
15422000-2,15422000,5,15422,Refined fats
15423000-9,15423000,5,15423,Hydrogenated or esterified oils or fats
15424000-6,15424000,5,15424,Vegetable waxes
15430000-1,15430000,4,1543,Edible fats
15431000-8,15431000,5,15431,Margarine and similar preparations
15431100-9,15431100,6,154311,Margarine
15431110-2,15431110,7,1543111,Liquid margarine
15431200-0,15431200,6,154312,Reduced or low-fat spreads
15500000-3,15500000,3,155,Dairy products
15510000-6,15510000,4,1551,Milk and cream
15511000-3,15511000,5,15511,Milk
15511100-4,15511100,6,155111,Pasteurised milk
15511200-5,15511200,6,155112,Sterilised milk
15511210-8,15511210,7,1551121,UHT milk
15511300-6,15511300,6,155113,Skimmed milk
15511400-7,15511400,6,155114,Semi-skimmed milk
15511500-8,15511500,6,155115,Full-cream milk
15511600-9,15511600,6,155116,Condensed milk
15511700-0,15511700,6,155117,Milk powder
15512000-0,15512000,5,15512,Cream
15512100-1,15512100,6,155121,Single cream
15512200-2,15512200,6,155122,Double cream
15512300-3,15512300,6,155123,Clotted cream
15512900-9,15512900,6,155129,Whipping cream
15530000-2,15530000,4,1553,Butter
15540000-5,15540000,4,1554,Cheese products
15541000-2,15541000,5,15541,Table cheese
15542000-9,15542000,5,15542,Fresh cheese
15542100-0,15542100,6,155421,Cottage cheese
15542200-1,15542200,6,155422,Soft cheese
15542300-2,15542300,6,155423,Feta cheese
15543000-6,15543000,5,15543,"Grated, powdered, blue-veined and other cheese"
15543100-7,15543100,6,155431,Blue cheese
15543200-8,15543200,6,155432,Cheddar cheese
15543300-9,15543300,6,155433,Grated cheese
15543400-0,15543400,6,155434,Parmesan cheese
15544000-3,15544000,5,15544,Hard cheese
15545000-0,15545000,5,15545,Cheese spreads
15550000-8,15550000,4,1555,Assorted dairy products
15551000-5,15551000,5,15551,Yoghurt and other fermented milk products
15551300-8,15551300,6,155513,Yoghurt
15551310-1,15551310,7,1555131,Unflavoured yoghurt
15551320-4,15551320,7,1555132,Flavoured yoghurt
15551500-0,15551500,6,155515,Buttermilk
15552000-2,15552000,5,15552,Casein
15553000-9,15553000,5,15553,Lactose or lactose syrup
15554000-6,15554000,5,15554,Whey
15555000-3,15555000,5,15555,Ice cream and similar products
15555100-4,15555100,6,155551,Ice cream
15555200-5,15555200,6,155552,Sorbet
15600000-4,15600000,3,156,"Grain mill products, starches and starch products"
15610000-7,15610000,4,1561,Grain mill products
15611000-4,15611000,5,15611,Husked rice
15612000-1,15612000,5,15612,Cereal or vegetable flour and related products
15612100-2,15612100,6,156121,Wheat flour
15612110-5,15612110,7,1561211,Wholemeal flour
15612120-8,15612120,7,1561212,Breadmaking flour
15612130-1,15612130,7,1561213,Plain flour
15612150-7,15612150,7,1561215,Pastry flour
15612190-9,15612190,7,1561219,Self-raising flour
15612200-3,15612200,6,156122,Cereal flour
15612210-6,15612210,7,1561221,Corn flour
15612220-9,15612220,7,1561222,Rice flour
15612300-4,15612300,6,156123,Vegetable flour and meal
15612400-5,15612400,6,156124,Mixes for the preparation of baker's wares
15612410-8,15612410,7,1561241,Cake mixes
15612420-1,15612420,7,1561242,Baking mixes
15612500-6,15612500,6,156125,Bakery products
15613000-8,15613000,5,15613,Cereal grain products
15613100-9,15613100,6,156131,Ground oats
15613300-1,15613300,6,156133,Cereal products
15613310-4,15613310,7,1561331,Prepared breakfast cereals
15613311-1,15613311,8,15613311,Cornflakes
15613313-5,15613313,8,15613313,Muesli or equivalent
15613319-7,15613319,8,15613319,Puffed wheat
15613380-5,15613380,7,1561338,Rolled oats
15614000-5,15614000,5,15614,Processed rice
15614100-6,15614100,6,156141,Long-grain rice
15614200-7,15614200,6,156142,Milled rice
15614300-8,15614300,6,156143,Broken rice
15615000-2,15615000,5,15615,Bran
15620000-0,15620000,4,1562,Starches and starch products
15621000-7,15621000,5,15621,Corn oil
15622000-4,15622000,5,15622,Glucose and glucose products; fructose and fructose products
15622100-5,15622100,6,156221,Glucose and glucose products
15622110-8,15622110,7,1562211,Glucose
15622120-1,15622120,7,1562212,Glucose syrup
15622300-7,15622300,6,156223,Fructose and fructose products
15622310-0,15622310,7,1562231,Fructose
15622320-3,15622320,7,1562232,Fructose preparations
15622321-0,15622321,8,15622321,Fructose solutions
15622322-7,15622322,8,15622322,Fructose syrup
15623000-1,15623000,5,15623,Starches
15624000-8,15624000,5,15624,Tapioca
15625000-5,15625000,5,15625,Semolina
15626000-2,15626000,5,15626,Custard powder
15700000-5,15700000,3,157,Animal feedstuffs
15710000-8,15710000,4,1571,Prepared animal feeds for farm and other animals
15711000-5,15711000,5,15711,Fish food
15712000-2,15712000,5,15712,Dry fodder
15713000-9,15713000,5,15713,Pet food
15800000-6,15800000,3,158,Miscellaneous food products
15810000-9,15810000,4,1581,"Bread products, fresh pastry goods and cakes"
15811000-6,15811000,5,15811,Bread products
15811100-7,15811100,6,158111,Bread
15811200-8,15811200,6,158112,Rolls
15811300-9,15811300,6,158113,Croissants
15811400-0,15811400,6,158114,Crumpets
15811500-1,15811500,6,158115,Prepared bread products
15811510-4,15811510,7,1581151,Sandwiches
15811511-1,15811511,8,15811511,Prepared sandwiches
15812000-3,15812000,5,15812,Pastry goods and cakes
15812100-4,15812100,6,158121,Pastry goods
15812120-0,15812120,7,1581212,Pies
15812121-7,15812121,8,15812121,Savoury pies
15812122-4,15812122,8,15812122,Sweet pies
15812200-5,15812200,6,158122,Cakes
15813000-0,15813000,5,15813,Morning goods
15820000-2,15820000,4,1582,Rusks and biscuits; preserved pastry goods and cakes
15821000-9,15821000,5,15821,Toasted bread products and pastry goods
15821100-0,15821100,6,158211,Toasted bread products
15821110-3,15821110,7,1582111,Toasted bread
15821130-9,15821130,7,1582113,Crispbread
15821150-5,15821150,7,1582115,Rusks
15821200-1,15821200,6,158212,Sweet biscuits
15830000-5,15830000,4,1583,Sugar and related products
15831000-2,15831000,5,15831,Sugar
15831200-4,15831200,6,158312,White sugar
15831300-5,15831300,6,158313,Maple sugar and maple syrup
15831400-6,15831400,6,158314,Molasses
15831500-7,15831500,6,158315,Sugar syrups
15831600-8,15831600,6,158316,Honey
15832000-9,15832000,5,15832,Sugar-manufacture waste
15833000-6,15833000,5,15833,Sugar products
15833100-7,15833100,6,158331,Desserts
15833110-0,15833110,7,1583311,Flans
15840000-8,15840000,4,1584,Cocoa; chocolate and sugar confectionery
15841000-5,15841000,5,15841,Cocoa
15841100-6,15841100,6,158411,Cocoa paste
15841200-7,15841200,6,158412,"Cocoa butter, fat or oil"
15841300-8,15841300,6,158413,Unsweetened cocoa powder
15841400-9,15841400,6,158414,Sweetened cocoa powder
15842000-2,15842000,5,15842,Chocolate and sugar confectionery
15842100-3,15842100,6,158421,Chocolate
15842200-4,15842200,6,158422,Chocolate products
15842210-7,15842210,7,1584221,Drinking chocolate
15842220-0,15842220,7,1584222,Chocolate bars
15842300-5,15842300,6,158423,Confectionery
15842310-8,15842310,7,1584231,Boiled sweets
15842320-1,15842320,7,1584232,Nougat
15842400-6,15842400,6,158424,"Fruit, nuts or fruit peel preserved by sugar"
15850000-1,15850000,4,1585,Pasta products
15851000-8,15851000,5,15851,Farinaceous products
15851100-9,15851100,6,158511,Uncooked pasta
15851200-0,15851200,6,158512,Prepared pasta and couscous
15851210-3,15851210,7,1585121,Prepared pasta
15851220-6,15851220,7,1585122,Stuffed pasta
15851230-9,15851230,7,1585123,Lasagne
15851250-5,15851250,7,1585125,Couscous
15851290-7,15851290,7,1585129,Canned pasta
15860000-4,15860000,4,1586,"Coffee, tea and related products"
15861000-1,15861000,5,15861,Coffee
15861100-2,15861100,6,158611,Roasted coffee
15861200-3,15861200,6,158612,Decaffeinated coffee
15862000-8,15862000,5,15862,Coffee substitutes
15863000-5,15863000,5,15863,Tea
15863100-6,15863100,6,158631,Green tea
15863200-7,15863200,6,158632,Black tea
15864000-2,15864000,5,15864,Preparations of tea or mat�
15864100-3,15864100,6,158641,Teabags
15865000-9,15865000,5,15865,Herbal infusions
15870000-7,15870000,4,1587,Condiments and seasonings
15871000-4,15871000,5,15871,Vinegar; sauces; mixed condiments; mustard flour and meal; prepared mustard
15871100-5,15871100,6,158711,Vinegar and vinegar substitutes
15871110-8,15871110,7,1587111,Vinegar or equivalent
15871200-6,15871200,6,158712,"Sauces, mixed condiments and mixed seasonings"
15871210-9,15871210,7,1587121,Soya sauce
15871230-5,15871230,7,1587123,Tomato ketchup
15871250-1,15871250,7,1587125,Mustard
15871260-4,15871260,7,1587126,Sauces
15871270-7,15871270,7,1587127,Mixed condiments
15871273-8,15871273,8,15871273,Mayonnaise
15871274-5,15871274,8,15871274,Sandwich spreads
15871279-0,15871279,8,15871279,Chutney
15872000-1,15872000,5,15872,Herbs and spices
15872100-2,15872100,6,158721,Pepper
15872200-3,15872200,6,158722,Spices
15872300-4,15872300,6,158723,Herbs
15872400-5,15872400,6,158724,Salt
15872500-6,15872500,6,158725,Ginger
15880000-0,15880000,4,1588,Special nutritional products
15881000-7,15881000,5,15881,Homogenised food preparations
15882000-4,15882000,5,15882,Dietetic products
15884000-8,15884000,5,15884,Baby food
15890000-3,15890000,4,1589,Miscellaneous food products and dried goods
15891000-0,15891000,5,15891,Soups and broths
15891100-1,15891100,6,158911,Meat soups
15891200-2,15891200,6,158912,Fish soups
15891300-3,15891300,6,158913,Mixed soups
15891400-4,15891400,6,158914,Soups
15891410-7,15891410,7,1589141,Soup mixes
15891500-5,15891500,6,158915,Broths
15891600-6,15891600,6,158916,Stocks
15891610-9,15891610,7,1589161,Mixes for stocks
15891900-9,15891900,6,158919,Vegetable soups
15892000-7,15892000,5,15892,"Vegetable saps, extracts, peptic substances and thickeners"
15892100-8,15892100,6,158921,Vegetable saps
15892200-9,15892200,6,158922,Vegetable extracts
15892400-1,15892400,6,158924,Thickeners
15893000-4,15893000,5,15893,Dry goods
15893100-5,15893100,6,158931,Food mixes
15893200-6,15893200,6,158932,Dessert mixes
15893300-7,15893300,6,158933,Gravy mixes
15894000-1,15894000,5,15894,Processed food products
15894100-2,15894100,6,158941,Vegan packs
15894200-3,15894200,6,158942,Prepared meals
15894210-6,15894210,7,1589421,School meals
15894220-9,15894220,7,1589422,Hospital meals
15894300-4,15894300,6,158943,Prepared dishes
15894400-5,15894400,6,158944,Snacks
15894500-6,15894500,6,158945,Vending-machine ingredients
15894600-7,15894600,6,158946,Sandwich fillings
15894700-8,15894700,6,158947,Delicatessen
15895000-8,15895000,5,15895,Fast-food products
15895100-9,15895100,6,158951,Hamburgers
15896000-5,15896000,5,15896,Deep-frozen products
15897000-2,15897000,5,15897,Canned goods and field rations
15897100-3,15897100,6,158971,Field rations
15897200-4,15897200,6,158972,Canned goods
15897300-5,15897300,6,158973,Food parcels
15898000-9,15898000,5,15898,Yeast
15899000-6,15899000,5,15899,Baking powder
15900000-7,15900000,3,159,"Beverages, tobacco and related products"
15910000-0,15910000,4,1591,Distilled alcoholic beverages
15911000-7,15911000,5,15911,Spirituous beverages
15911100-8,15911100,6,159111,Spirits
15911200-9,15911200,6,159112,Liqueurs
15930000-6,15930000,4,1593,Wines
15931000-3,15931000,5,15931,Unflavoured wines
15931100-4,15931100,6,159311,Sparkling wine
15931200-5,15931200,6,159312,Table wine
15931300-6,15931300,6,159313,Port
15931400-7,15931400,6,159314,Madeira
15931500-8,15931500,6,159315,Grape must
15931600-9,15931600,6,159316,Sherry
15932000-0,15932000,5,15932,Wine lees
15940000-9,15940000,4,1594,Cider and other fruit wines
15941000-6,15941000,5,15941,Cider
15942000-3,15942000,5,15942,Fruit wines
15950000-2,15950000,4,1595,Non-distilled fermented beverages
15951000-9,15951000,5,15951,Vermouth
15960000-5,15960000,4,1596,Malt beer
15961000-2,15961000,5,15961,Beer
15961100-3,15961100,6,159611,Lager
15962000-9,15962000,5,15962,Brewing or distilling dregs
15980000-1,15980000,4,1598,Non-alcoholic beverages
15981000-8,15981000,5,15981,Mineral water
15981100-9,15981100,6,159811,Still mineral water
15981200-0,15981200,6,159812,Sparkling mineral water
15981300-1,15981300,6,159813,Water in solid form
15981310-4,15981310,7,1598131,Ice
15981320-7,15981320,7,1598132,Snow
15981400-2,15981400,6,159814,Flavoured mineral waters
15982000-5,15982000,5,15982,Soft drinks
15982100-6,15982100,6,159821,Fruit squashes
15982200-7,15982200,6,159822,Chocolate milk
15990000-4,15990000,4,1599,"Tobacco, tobacco goods and supplies"
15991000-1,15991000,5,15991,Tobacco goods
15991100-2,15991100,6,159911,Cigars
15991200-3,15991200,6,159912,Cigarillos
15991300-4,15991300,6,159913,Cigarettes
15992000-8,15992000,5,15992,Tobacco
15992100-9,15992100,6,159921,Manufactured tobacco
15993000-5,15993000,5,15993,Tobacconist supplies
15994000-2,15994000,5,15994,Cigarette paper and filter paper
15994100-3,15994100,6,159941,Cigarette paper
15994200-4,15994200,6,159942,Filter paper
16000000-5,16000000,2,16,Agricultural machinery
16100000-6,16100000,3,161,Agricultural and forestry machinery for soil preparation or cultivation
16110000-9,16110000,4,1611,Ploughs or disc harrows
16120000-2,16120000,4,1612,"Harrows, scarifiers, cultivators, weeders or hoes"
16130000-5,16130000,4,1613,"Seeders, planters or transplanters"
16140000-8,16140000,4,1614,Manure spreaders
16141000-5,16141000,5,16141,Fertiliser distributors
16150000-1,16150000,4,1615,Lawn or sports-ground rollers
16160000-4,16160000,4,1616,Miscellaneous gardening equipment
16300000-8,16300000,3,163,Harvesting machinery
16310000-1,16310000,4,1631,Mowers
16311000-8,16311000,5,16311,Lawnmowers
16311100-9,16311100,6,163111,"Lawn, park or sports-ground mowers"
16320000-4,16320000,4,1632,Haymaking machinery
16330000-7,16330000,4,1633,Straw or fodder balers
16331000-4,16331000,5,16331,Pick-up balers
16340000-0,16340000,4,1634,Harvesting and threshing machinery
16400000-9,16400000,3,164,Spraying machinery for agriculture or horticulture
16500000-0,16500000,3,165,Self-loading or unloading trailers and semi-trailers for agriculture
16510000-3,16510000,4,1651,Self-loading trailers for agriculture
